Serial Number,Attribution,SAP Claim No,Commodity,Decision
R2K11942,PSC-TAMPERED,24873409.0,ELC,
R2K10050,PSC - Incorrect service,24969023.0,ELC,
R2L23276,ACCEPT,25012315.0,ELC,
R2M30977,ACCEPT,25018901.0,ELC,
R2M36171,ACCEPT,24912994.0,ELC,
S2A10650,POLICY MISMATCH,25014830.0,ELC,
R2J35348,ACCEPT,24690057.0,CLN,
R2J38034,ACCEPT,24668671.0,IFT,
R2K14068,ACCEPT,24795367.0,IFT,
R2G18203,ACCEPT,24887008.0,ELC,
R2K44493,ACCEPT,24922727.0,ELC,
R2J40932,SENT ON PRO FORMA,24429499.0,EXH,
R2K48306,SENT ON PRO FORMA,24956125.0,ELC,
R2L16921,SENT ON PRO FORMA,24632381.0,ELC,
R2L18301,INHOUSE SCRAP,24740287.0,BOD,
R2J40094,ANALYSIS SCRAP,24756400.0,ELC,
R2J40094,ANALYSIS SCRAP,24756400.0,ELC,
R2K42760,ACCEPT,24777079.0,BRK,
R2K46690,CQS,24814602.0,ELC,
R2K46690,CQS,24814602.0,ELC,
R2K46690,CQS,24814602.0,ELC,
R2K46690,CQS,24814602.0,ELC,
R2K46690,CQS,24814602.0,ELC,
R2H26489,PSC-TAMPERED,24689642.0,ELC,
R2G10482,SENT ON PRO FORMA,24787392.0,ELC,
R2J40513,ACCEPT,24798779.0,ELC,
R2K13809,ACCEPT,24813629.0,BRK,
R2J38534,ACCEPT,24821999.0,ELC,
R2L17547,ANALYSIS SCRAP,24830246.0,ELC,
R2K11153,PSC-TAMPERED,24852828.0,ELC,
R2K10948,SENT ON PRO FORMA,24875926.0,HVA,
R2H24313,PSC-TAMPERED,24880436.0,ELC,
R2J40804,ANALYSIS SCRAP,24907277.0,ELC,
R2J40804,ANALYSIS SCRAP,24907277.0,ELC,
R2L20699,PSC-TAMPERED,24910852.0,BRK,
R2K12206,ANALYSIS SCRAP,24944384.0,ELC,
R2M31223,ANALYSIS SCRAP,24944820.0,ELC,
R2M31223,ANALYSIS SCRAP,24944820.0,ELC,
S2A12489,PSC-TAMPERED,24946584.0,ELC,
R2K11487,SENT ON PRO FORMA,24962996.0,HVA,
R2M31638,ACCEPT,24989071.0,ELC,
R2K13708,,24984169.0,ELC,
R2J35040,ACCEPT,24877319.0,ELC,
R2G15661,ACCEPT,24693680.0,HVA,
R2K16307,SENT ON PRO FORMA,24821503.0,ELC,
R2K46245,ACCEPT,24663745.0,ELC,
R2K46245,ACCEPT,24663745.0,ELC,
R2L16365,NPI,24725089.0,BOD,
R2J41698,ACCEPT,24741749.0,ELC,
R2K46539,ACCEPT,24794082.0,ELC,
R2H27499,,24819749.0,HVA,
R2H24313,PSC - Incorrect service,24823136.0,IFT,
R2J32520,ACCEPT,24846496.0,ELC,
R2K49293,DESIGN SCRAP,24849511.0,ELC,
R2M37171,SENT ON PRO FORMA,24881933.0,EXH,
R2J35275,ACCEPT,24882396.0,ELC,
R2J35275,CQS,24882396.0,ELC,
R2L27239,ACCEPT,24889593.0,ELC,
R2M31763,SENT ON PRO FORMA,24921093.0,ELC,
R2L20706,ACCEPT,24945832.0,ELC,
R2L20706,CQS,24945832.0,ELC,
R2L16686,ACCEPT,24950992.0,IFT,
R2J31777,ACCEPT,24759610.0,ELC,
R2K10145,ACCEPT,24790412.0,ELC,
R2K13096,,24800630.0,ELC,
R2J38569,ACCEPT,24815672.0,ELC,
R2K44614,ACCEPT,24866154.0,ELC,
R2H21865,PSC - Incorrect service,24912664.0,FUE,
R2M38365,ACCEPT,24919717.0,ELC,
R2M39142,PSC-TAMPERED,24940027.0,ELC,
R2J35249,ACCEPT,24940118.0,ELC,
R2J38819,PSC - DNR,24949997.0,ENG,
R2J32438,PSC-TAMPERED,24752354.0,ELC,
R2H30549,ACCEPT,24719607.0,ELC,
R2J39519,ACCEPT,24725710.0,ELC,
R2L23774,SENT ON PRO FORMA,24877347.0,ELC,
R2H19639,SENT ON PRO FORMA,24880225.0,BRK,
R2L18048,PSC - DNR,24905421.0,ELC,
R2M38380,PSC-TAMPERED,24939447.0,ELC,
R2J40813,PSC - DAMAGED,24661178.0,BOD,
R2L20033,PSC - DNR,24668679.0,BOD,
R2K47566,,24671286.0,ELC,
R2H25175,PSC - DAMAGED,24803089.0,BOD,
R2K15194,PSC - DAMAGED,24724702.0,BOD,
R2L24981,,24848712.0,ELC,
R2L22568,PSC - DNR,24856884.0,ELC,
R2K13121,SENT ON PRO FORMA,24907316.0,BRK,
R2M35520,PSC - DNR,24907411.0,ELC,
R2H27578,ACCEPT,24724065.0,ELC,
R2H28410,ACCEPT,24736645.0,ELC,
R2L17001,ACCEPT,24803595.0,ELC,
R2K44577,ACCEPT,24749750.0,ELC,
R2L26661,ACCEPT,24776557.0,BOD,
R2K46690,ACCEPT,24814602.0,ELC,
R2K44591,DESIGN SCRAP,24667972.0,ELC,
R2H30541,ANALYSIS SCRAP,24684701.0,ELC,
R2K43654,DNR,24701782.0,HVA,
R2J40003,DESIGN SCRAP,24866300.0,ENG,
R2L24632,PSC-TAMPERED,24883965.0,ELC,
R2H29332,DNR,24676940.0,ELC,
R2K43003,PSC - DAMAGED,24692495.0,BOD,
R2K10267,PSC - DAMAGED,24885480.0,ELC,
R2H30282,ACCEPT,24694246.0,ELC,
R2H22867,ACCEPT,24728147.0,ELC,
R2L19219,SENT ON PRO FORMA,24740136.0,ELC,
R2L16751,SENT ON PRO FORMA,24802293.0,ELC,
R2L18992,ACCEPT,24834915.0,ELC,
R2L18992,CQS,24834915.0,ELC,
R2K44319,SENT ON PRO FORMA,24554992.0,STG,
R2H19109,ACCEPT,24734480.0,ELC,
R2J33935,,24761586.0,ELC,
R2J33935,,24761586.0,ELC,
R2L25858,SENT ON PRO FORMA,24810120.0,HVA,
R2L27664,ACCEPT,24865710.0,FUE,
R2J41473,PSC - Incorrect service,24605370.0,IFT,
R2J41473,PSC - Incorrect service,24605370.0,IFT,
R2J41473,ANALYSIS SCRAP,24605370.0,IFT,
R2K13543,ACCEPT,24656463.0,IFT,
R2L22166,SENT ON PRO FORMA,24664531.0,ELC,
R2K46204,,24502468.0,BOD,
R2J35176,ACCEPT,24658639.0,ELC,
R2K48274,ACCEPT,24676788.0,ELC,
R2H23851,ACCEPT,24727356.0,ELC,
R2H27930,ACCEPT,24730601.0,ELC,
R2H18765,SENT ON PRO FORMA,24774409.0,SAF,
R2L18583,DNR,24781132.0,ELC,
R2L20724,SENT ON PRO FORMA,24800843.0,FUE,
R2L16751,ANALYSIS SCRAP,24802293.0,ELC,
R2L27162,ACCEPT,24813466.0,EXH,
R2J41543,ACCEPT,24435157.0,ENG,
R2H30089,,24512094.0,ELC,
R2H30089,,24512094.0,ELC,
R2L24654,SENT ON PRO FORMA,24753962.0,FUE,
R2L23387,ACCEPT,24798037.0,HVA,
R2J37518,,24649949.0,BOD,
R2G14228,ACCEPT,24687005.0,STG,
R2J41426,SENT ON PRO FORMA,24701853.0,ELC,
R2J34568,ACCEPT,24515295.0,ELC,
R2L17079,,24737591.0,HVA,
R2L20075,,24753710.0,HVA,
R2L20545,ACCEPT,24785031.0,CLU,
R2J38353,SENT ON PRO FORMA,24678074.0,DRL,
R2K12424,SENT ON PRO FORMA,24694276.0,BOD,
R2K48918,SENT ON PRO FORMA,24543274.0,ELC,
R2K46435,ACCEPT,24599075.0,IFT,
R2K46249,ACCEPT,24641477.0,IFT,
R2K46672,ACCEPT,24613955.0,ELC,
R2H26345,ACCEPT,24614844.0,ELC,
R2K13076,ACCEPT,24628875.0,BOD,
R2J38097,PSC-TAMPERED,24633565.0,BRK,
R2K46249,PSC - DAMAGED,24641478.0,ELC,
R2K46249,PSC - DAMAGED,24641478.0,ELC,
R2K15876,ACCEPT,24666785.0,ELC,
R2K47227,ACCEPT,24674935.0,ELC,
R2J33360,ACCEPT,24549041.0,ELC,
R2H20096,ACCEPT,24559779.0,ELC,
R2H29413,PSC - DNR,24581503.0,ELC,
R2J37484,ANALYSIS SCRAP,24477474.0,ELC,
R2J40713,ANALYSIS SCRAP,24600637.0,IFT,
R2K42774,SENT ON PRO FORMA,24432124.0,ELC,
R2K42774,SENT ON PRO FORMA,24432124.0,ELC,
R2J34090,,24542066.0,ELC,
R2H26142,ANALYSIS SCRAP,24639827.0,ELC,
R2K42774,SENT ON PRO FORMA,24432124.0,ELC,
R2K49966,INHOUSE SCRAP,24581743.0,ELC,
R2K46957,PSC-TAMPERED,24566804.0,ELC,
R2J41663,ACCEPT,24575918.0,ELC,
R2J41611,ACCEPT,24633704.0,ELC,
R2K16300,DESIGN SCRAP,24541724.0,ELC,
R2K12015,DESIGN SCRAP,24541725.0,ELC,
R2J41298,AGREEGATE SCRAP,24553404.0,FUE,
R2K45741,ACCEPT,24557265.0,DRL,
R2K43857,ACCEPT,24585918.0,BOD,
R2H26221,ACCEPT,24481285.0,IFT,
R2J32757,ACCEPT,24526257.0,ELC,
R2K46259,ACCEPT,24564515.0,IFT,
R2H27189,ACCEPT,24563785.0,ELC,
R2H24699,ACCEPT,24433689.0,ELC,
R2K44577,ACCEPT,24446481.0,ELC,
R2J31410,SENT ON PRO FORMA,24274820.0,HVAC,MTN
R2J37002,INHOUSE SCRAP,24338303.0,ELC,
R2J39521,SENT ON PRO FORMA,24463311.0,BOD,
R2J41634,SENT ON PRO FORMA,24466217.0,BOD,
R2J40766,SENT ON PRO FORMA,24506231.0,BOD,
R2H27135,ACCEPT,24440888.0,ELC,
R2K44146,ACCEPT,24456790.0,ELC,
R2K11552,ACCEPT,24468093.0,ELC,
R2H21434,ACCEPT,24446609.0,ELC,
R2J30868,,24439835.0,ELC,
R2G16170,,24414517.0,ELC,
R2H24627,ACCEPT,24291914.0,ELC,
R2J34275,ACCEPT,24408627.0,ELC,
R2J34011,DNR,24354708.0,ELC,
R2H29791,SENT ON PRO FORMA,24428738.0,ELC,
R2J31410,ACCEPT,24278553.0,HVAC,RV
R2J39887,SENT ON PRO FORMA,24292718.0,ELC,MTN
R2L26561,,,HVAC,Pending
R2H23769,,24260166.0,DAC,
R2F43220,,,,
R2G12706,,,,
R2G12706,,,,
R2G12804,,,,
R2G14207,,,,
R2G14340,,,,
R2G14754,,,,
R2G15919,,,,
R2G16171,,,,
R2G16171,,,,
R2G16171,,,,
R2G16215,,,,
R2G16904,,,,
R2G17207,,,,
R2G17733,,,,
R2G18614,,,,
R2G48082,,,,
R2H19223,,,,
R2H20078,,,,
R2H20977,,,,
R2H20977,,,,
R2H21117,,,BODY,
R2H21444,,,,
R2H22705,,,,
R2H22788,,,,
R2H22954,,,,
R2H22985,,,,
R2H23105,,,HVAC,
R2H23410,,,,
R2H23410,,,,
R2H23883,,,,
R2H24699,,,,
R2H25866,,,,
R2H26369,,,,
R2H26746,,,,
R2H27239,,,ESS,
R2H27835,,,,
R2H28508,,,,
R2H28541,,,BODY,
R2H28579,,,,
R2H28967,,,,
R2H29232,,,,
R2H29264,,,,
R2H29546,,,BODY,
R2H29546,,,BODY,
R2H29546,,,BODY,
R2H29619,,,,
R2H29619,,,,
R2H29726,,,,
R2H30114,,,,
R2H30590,,,,
R2J30828,,,,
R2J30828,,,,
R2J31013,,,,
R2J31027,,,,
R2J31688,,,,
R2J31688,,,,
R2J31787,,,HVAC,
R2J31915,,,,
R2J32069,,,ESS,
R2J32069,,,ESS,
R2J32081,,,,
R2J32089,,,,
R2J32586,,,,
R2J33282,,,ESS,
R2J33283,,,ELC,
R2J33505,,,,
R2J33536,,,,
R2J33993,,,,
R2J34399,,,,
R2J34569,,,,
R2J34804,,,,
R2J35710,,,,
R2J36471,,,,
R2J36645,,,,
R2J36776,,,,
R2J36776,,,,
R2J36795,,,,
R2J36890,,,,
R2J36940,,,,
R2J36940,,,,
R2J36966,,,,
R2J37026,,,,
R2J37290,,,,
R2J37608,,,,
R2J37852,,,HVAC,
R2J37897,,,,
R2J37943,,,BODY,
R2J38126,,,,
R2J38751,,,,
R2J38799,,,,
R2J38819,,,,
R2J38819,,,,
R2J39133,,,,
R2J39352,,,,
R2J39525,,,,
R2J39754,,,,
R2J40314,,,ESS,
R2J40426,,,,
R2J40430,,,,
R2J40477,,,,
R2J40793,,,BODY,
R2J40813,,,,
R2J40976,,,,
R2J41332,,,,
R2J41424,,,,
R2J41595,,,,
R2J41610,,,,
R2J41610,,,,
R2J41610,,,,
R2J41610,,,,
R2J41610,,,,
R2J41663,,,,
R2J42087,,,,
R2J42272,,,,
R2J42549,,,,
R2J42596,,,,
R2K10120,,,,
R2K10422,,,,
R2K11034,,,,
R2K11186,,,,
R2K11212,,,,
R2K11661,,,,
R2K11716,,,,
R2K12238,,,,
R2K12541,,,,
R2K12541,,,,
R2K12710,,,,
R2K12809,,,,
R2K13104,,,ELC,
R2K13299,,,,
R2K13780,,,,
R2K13799,,,HVAC,
R2K13802,,,,
R2K13802,,,,
R2K14376,,,,
R2K14378,,,,
R2K14514,,,,
R2K14814,,,,
R2K14814,,,,
R2K14931,,,,
R2K15122,,,,
R2K15134,,,,
R2K15248,,,,
R2K42811,,,,
R2K43105,,,,
R2K43234,,,,
R2K43357,,,,
R2K43419,,,,
R2K43600,,,,
R2K43616,,,,
R2K43707,,,,
R2K44067,,,,
R2K44155,,,,
R2K44203,,,,
R2K44313,,,,
R2K44316,,,ELC,
R2K44579,,,BODY,
R2K44625,,,BODY,
R2K44641,,,,
R2K44646,,,BODY,
R2K44785,,,,
R2K44821,,,,
R2K44921,,,,
R2K45065,,,,
R2K45084,,,,
R2K45090,,,,
R2K45479,,,ESS,
R2K45659,,,,
R2K45815,,,,
R2K46044,,,,
R2K46249,,,,
R2K46361,,,,
R2K46425,,,,
R2K46816,,,,
R2K46816,,,,
R2K46869,,,,
R2K47169,,,,
R2K47196,,,BODY,
R2K47377,,,,
R2K47595,,,,
R2K47900,,,,
R2K47982,,,,
R2K48206,,,,
R2K48224,,,ESS,
R2K48256,,,,
R2K49156,,,,
R2K49274,,,ELC,
R2K49417,,,,
R2K49568,,,,
R2K49568,,,,
R2K49619,,,,
R2K49638,,,,
R2K49822,,,,
R2L17038,,,BODY,
R2L17038,,,BODY,
R2L17212,,,,
R2L17219,,,,
R2L17626,,,,
R2L17628,,,ESS,
R2L17801,,,,
R2L18030,,,,
R2L18067,,,,
R2L18311,,,,
R2L18715,,,ELC,
R2L18823,,,,
R2L20111,,,,
R2L20279,,,,
R2L20638,,,,
R2L20679,,,,
R2L20974,,,,
R2L21120,,,,
R2L21210,,,,
R2L21270,,,,
R2L21636,,,,
R2L21657,,,,
R2L22070,,,,
R2L22368,,,PDT,
R2L22568,,,,
R2L23193,,,,
R2L23204,,,,
R2L23530,,,,
R2L23739,,,,
R2L24024,,,BODY,
R2L24024,,,BODY,
R2L24024,,,BODY,
R2L24024,,,BODY,
R2L24024,,,BODY,
R2L24101,,,,
R2L24162,,,,
R2L24162,,,,
R2L24746,,,BODY,
R2L25861,,,,
R2L26032,,,,
R2L26269,,,,
R2L26300,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26636,,,,
R2L26650,,,,
R2L27048,,,,
R2L27291,,,ELC,
R2L27291,,,ELC,
R2L27694,,,,
R2L27910,,,,
R2L28231,,,BODY,
R2L28285,,,BODY,
R2M28761,,,,
R2M28779,,,,
R2M29110,,,,
R2M29313,,,,
R2M29318,,,BODY,
R2M29318,,,BODY,
R2M29467,,,ELC,
R2M29556,,,,
R2M29644,,,,
R2M29881,,,,
R2M30342,,,,
R2M30372,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M30576,,,,
R2M31317,,,,
R2M31761,,,,
R2M31855,,,,
R2M32083,,,,
R2M32125,,,,
R2M32287,,,,
R2M32445,,,,
R2M32632,,,,
R2M33000,,,,
R2M33139,,,,
R2M33464,,,BODY,
R2M33491,,,,
R2M33703,,,,
R2M34008,,,,
R2M34158,,,BODY,
R2M34259,,,,
R2M34315,,,,
R2M34409,,,,
R2M34542,,,,
R2M34552,,,,
R2M34552,,,,
R2M34552,,,,
R2M34552,,,,
R2M34682,,,,
R2M35167,,,,
R2M35190,,,,
R2M35212,,,,
R2M35355,,,,
R2M35355,,,,
R2M35464,,,,
R2M36033,,,,
R2M37078,,,,
R2M37083,,,,
R2M37362,,,,
R2M37416,,,,
R2M37626,,,,
R2M37626,,,,
R2M37626,,,,
R2M37626,,,,
R2M37626,,,,
R2M37969,,,,
R2M37969,,,,
R2M38989,,,BODY,
R2M39442,,,,
R2M39468,,,,
R2M39468,,,,
R2M39468,,,,
R2M39488,,,,
S2A10462,,,BODY,
S2A11765,,,,
S2A11860,,,,
S2A11952,,,,
S2A12039,,,,
S2A12346,,,,
S2A12449,,,,
S2A12858,,,,
S2A13019,,,,
S2A13597,,,,
S2A13597,,,,
S2A13696,,,BODY,
S2A13779,,,,
S2A13916,,,BODY,
S2A14232,,,,
S2A14633,,,,
S2A14702,,,,
S2A14738,,,,
S2A14883,,,,
S2A15025,,,,
S2A15345,,,,
S2A15345,,,,
S2A15377,,,,
S2A15859,,,,
S2A15887,,,,
S2A15887,,,PDT,
S2A15895,,,,
S2A16049,,,,
S2A16063,,,,
S2A16281,,,,
S2A16281,,,,
S2A16555,,,,
S2A16555,,,,
S2A16926,,,,
S2A17073,,,,
S2A17228,,,,
S2A17345,,,,
S2A18705,,,,
S2A18764,,,,
S2A19536,,,,
S2A19557,,,,
S2A19668,,,,
S2A20248,,,,
S2A20389,,,,
S2A20389,,,,
S2A20452,,,BODY,
S2A20455,,,,
S2A20455,,,,
S2A20633,,,,
S2A20633,,,,
S2A20895,,,,
S2A21268,,,,
S2A21572,,,,
S2A21742,,,,
S2A21742,,,,
S2A21898,,,ESS,
S2A22225,,,,
S2A22386,,,,
S2A22635,,,,
S2A22699,,,,
S2B23419,,,,
S2B23419,,,,
S2B23556,,,,
S2B23792,,,,
S2B24019,,,,
S2B24185,,,,
S2B24376,,,,
S2B24472,,,ESS,
S2B24480,,,,
S2B25074,,,,
S2B25080,,,,
S2B25184,,,,
S2B25837,,,,
S2B25997,,,,
S2B26008,,,ELC,
S2B26010,,,,
S2B26208,,,,
S2B26230,,,,
S2B26272,,,,
S2B26587,,,,
S2B26590,,,,
S2B26631,,,,
S2B26658,,,,
S2B26658,,,,
S2B26971,,,,
S2B26971,,,,
S2B27260,,,,
S2B27768,,,,
S2B27847,,,,
S2B27847,,,,
S2B28148,,,,
S2B28317,,,,
S2B28706,,,,
S2B30100,,,,
S2B30100,,,,
S2B30341,,,,
S2B30988,,,,
S2B31173,,,,
S2B31562,,,,
S2B31620,,,ELC,
S2B32318,,,,
S2B32406,,,,
S2B32711,,,,
S2B33172,,,,
S2B33522,,,,
S2B33561,,,,
S2B33561,,,,
S2B33655,,,,
S2B33655,,,,
S2B33655,,,,
S2B33655,,,,
S2B33655,,,,
S2B33655,,,,
S2B33655,,,,
S2B33668,,,,
S2B34661,,,,
S2B34670,,,,
S2B34816,,,,
S2C35493,,,BODY,
S2C35493,,,,
S2C35856,,,,
S2C36682,,,,
S2C37168,,,,
S2C37415,,,,
S2C37614,,,,
S2C37614,,,,
S2C37942,,,,
S2C38452,,,,
S2C38784,,,,
S2C38850,,,,
S2C39033,,,,
S2C39149,,,,
S2C39152,,,,
S2C39237,,,ESS,
S2C39333,,,,
S2C39340,,,,
S2C40008,,,,
S2C40008,,,,
S2C40165,,,,
S2C40588,,,,
S2C40839,,,,
S2C41181,,,,
S2C41573,,,,
S2C41611,,,,
S2C41621,,,,
S2C41938,,,,
S2C42366,,,,
S2C42366,,,,
S2C42366,,,,
S2C42366,,,,
S2C42366,,,,
S2C42450,,,,
S2C42591,,,,
S2C42703,,,,
S2C42998,,,,
S2C43181,,,,
S2C43763,,,,
S2C43818,,,,
S2C43991,,,,
S2C43991,,,,
S2C44489,,,,
S2C44638,,,,
S2C45349,,,,
S2C45362,,,,
S2C45591,,,,
S2C45643,,,,
S2C45911,,,,
S2C45919,,,,
S2C45933,,,,
S2C46029,,,,
S2C46318,,,,
S2C46329,,,,
S2C46329,,,,
S2C46329,,,,
S2C46329,,,,
S2C46572,,,,
S2C46620,,,,
S2C47027,,,,
S2D10102,,,,
S2D10755,,,,
S2D10843,,,,
S2D10843,,,,
S2D10951,,,,
S2D10961,,,,
S2D11224,,,,
S2D11384,,,,
S2D11571,,,,
S2D11830,,,,
S2D11948,,,,
S2D12394,,,,
S2D12752,,,,
S2D13867,,,,
S2D13867,,,,
S2D13923,,,,
S2D14617,,,,
S2D14695,,,,
S2D14888,,,,
S2D14909,,,,
S2D15006,,,,
S2D15188,,,,
S2D15219,,,,
S2D15489,,,,
S2D15740,,,,
S2D16324,,,,
S2D16404,,,,
S2D16643,,,,
S2D16827,,,,
S2D16827,,,,
S2D16834,,,,
S2D17139,,,,
S2D17192,,,,
S2D17400,,,,
S2D17935,,,,
S2D18894,,,,
S2D19191,,,,
S2D19330,,,,
S2D19433,,,,
S2D20092,,,,
S2D20092,,,,
S2D20206,,,,
S2D20860,,,,
S2D21168,,,,
S2D21540,,,,
S2D21832,,,,
S2D22063,,,,
S2D22095,,,,
S2E22920,,,,
S2E23974,,,,
S2E24178,,,,
S2E24322,,,,
S2E24781,,,,
S2E24874,,,,
S2E25222,,,,
S2E25222,,,,
S2E26251,,,,
S2E26576,,,,
S2E26576,,,,
S2E26685,,,,
S2E26697,,,,
S2E26753,,,,
S2E26883,,,,
S2E27179,,,,
S2E27360,,,,
S2E27492,,,,
S2E27891,,,,
S2E28617,,,,
S2E29164,,,,
S2E29185,,,,
S2E29677,,,,
S2E29677,,,,
S2E30571,,,,
S2E30596,,,,
S2E30698,,,,
S2E31317,,,,
S2E32626,,,,
S2E32990,,,,
S2E33018,,,,
S2E33032,,,,
S2E33673,,,,
S2E33804,,,,
S2E33886,,,,
S2E34051,,,,
S2E34051,,,,
S2E34051,,,,
S2E34258,,,,
S2E34467,,,,
S2E34561,,,,
S2E34872,,,,
S2E34979,,,,
S2E35206,,,,
S2E35206,,,,
S2F35957,,,,
S2F36118,,,,
S2F36325,,,,
S2F36668,,,,
S2F36882,,,,
S2F36948,,,,
S2F37106,,,,
S2F37426,,,,
S2F37612,,,,
S2F37612,,,,
S2F38377,,,,
S2F40141,,,,
S2F40757,,,,
S2F40757,,,,
S2F40757,,,,
S2F40757,,,,
S2F41148,,,,
S2F41148,,,,
S2F41148,,,,
S2F41148,,,,
S2F41523,,,,
S2F41932,,,,
S2F42364,,,,
S2F42611,,,,
S2F43948,,,,
S2F44310,,,,
S2F44591,,,,
S2F44591,,,,
S2F44715,,,,
S2F44715,,,,
S2F44715,,,,
S2F44715,,,,
S2F44911,,,,
S2F46824,,,,
S2F46862,,,,
S2F46862,,,,
S2F46862,,,,
S2F46869,,,,
S2F47533,,,,
S2F47706,,,,
S2G10244,,,,
S2G10244,,,,
S2G10370,,,,
S2G10370,,,,
S2G12434,,,,
S2G12434,,,,
S2G12434,,,,
S2G12434,,,,
S2G14355,,,,
S2G14438,,,,
S2G14449,,,,
S2G18251,,,,
S2G19509,,,,
S2G19509,,,,
S2G19509,,,,
S2G48558,,,,
S2G49558,,,,
S2G49558,,,,
S2H26200,,,,
R2K49068,,24459290.0,EXH,
R2K43800,,24389160.0,BRK,
R2H24699,,24433689.0,ELC,
R2H19724,,24474505.0,BOD,
R2H27835,,24475417.0,EXH,
R2J33383,,24478530.0,BOD,
R2J38062,,24481331.0,ELC,
R2K45283,,24488426.0,TRA,
R2J41298,,24544092.0,SAF,
R2J40713,,24600637.0,IFT,
R2J37736,,24484270.0,IFT,
R2J37311,,24485900.0,IFT,
R2K45664,,24501943.0,BOD,
R2H23076,,24540504.0,ELC,
R2H25054,,24540962.0,BOD,
R2J36093,,24543899.0,ELC,
R2K49777,,24547469.0,SAF,
R2J37603,,24555495.0,IFT,
R2K42774,,24581737.0,ELC,
R2K45548,,24582141.0,EXH,
R2K49023,,24601221.0,BOD,
R2K10931,,24617203.0,EXH,
R2J35446,,24623765.0,ELC,
R2H26142,,24639827.0,ELC,
R2K49535,,24643128.0,EXH,
R2K11654,,24649877.0,ELC,
R2H22172,,24651080.0,BOD,
R2K45484,,24655801.0,ELC,
R2L22757,,24664538.0,ELC,
R2H19350,,24666168.0,BOD,
R2K44106,,24666756.0,BOD,
R2K11460,,24671886.0,TRA,
R2K11460,,24671886.0,TRA,
R2K43366,,24585752.0,BOD,
R2K44116,,24589263.0,IFT,
R2K45373,,24595781.0,IFT,
R2K43577,,24609226.0,IFT,
R2K43223,,24613291.0,IFT,
R2J35323,,24613395.0,IFT,
R2J34704,,24639496.0,IFT,
R2K43833,,24665590.0,IFT,
R2G11417,,24677729.0,BOD,
R2L16675,,24693236.0,BOD,
R2J37292,,24694318.0,IFT,
R2J41456,,24694932.0,HVA,
R2K43366,,24698945.0,BOD,
R2J40645,,24706316.0,BOD,
R2J31104,,24708099.0,IFT,
R2L22369,,24708621.0,IFT,
R2L23040,,24720360.0,ELC,
R2K43223,,24734588.0,BOD,
R2J32630,,24736302.0,ELC,
R2J42021,,24742506.0,BOD,
R2K42684,,24745069.0,ELC,
R2K46661,,24751980.0,IFT,
R2L24736,,24752133.0,ELC,
R2H24307,,24761173.0,ELC,
R2L25843,,24767487.0,BOD,
R2K46882,,24768762.0,ELC,
R2H22688,,24778260.0,BOD,
R2L22566,,24788931.0,EXH,
R2K42783,,24789162.0,BOD,
R2J40199,,24789252.0,IFT,
R2K11123,,24789254.0,IFT,
R2M30164,,24797017.0,TRA,
R2M30164,,24797017.0,TRA,
R2M30164,,24797017.0,TRA,
R2J40399,,24797298.0,BOD,
R2J40865,,24797305.0,IFT,
R2L21199,,24798126.0,CLN,
R2J40537,,24803396.0,IFT,
R2K10769,,24805302.0,HVA,
R2G15450,,24805599.0,BOD,
R2L25858,,24810120.0,HVA,
R2K42649,,24811453.0,ELC,
R2K15006,,24815035.0,BOD,
R2H25844,,24820796.0,ELC,
R2M30727,,24839536.0,IFT,
R2M32157,,24865197.0,ELC,
R2J31104,,24708097.0,CLN,
R2K42690,,24715304.0,BOD,
R2K44990,,24751070.0,BOD,
R2J41746,,24752810.0,BOD,
R2L22500,,24761144.0,ELC,
R2H25928,,24762961.0,BOD,
R2J33466,,24772849.0,ELC,
R2K49739,,24776304.0,BOD,
R2K45056,,24784271.0,BOD,
R2G17886,,24792712.0,ELC,
R2H24915,,24799520.0,HVA,
R2L17303,,24800059.0,EXH,
R2J41663,,24803064.0,ELC,
R2K13474,,24805447.0,IFT,
R2J35010,,24807027.0,BOD,
R2L21089,,24807764.0,ELC,
R2L20838,,24809835.0,BOD,
R2K47575,,24811340.0,IFT,
R2J40027,,24813570.0,ELC,
R2J40258,,24813579.0,ELC,
R2K13104,,24814594.0,IFT,
R2J38569,,24814975.0,ELC,
R2H25844,,24820797.0,IFT,
R2J38846,,24820799.0,BOD,
R2J35807,,24829063.0,BOD,
R2L22955,,24830637.0,IFT,
R2K47023,,24836871.0,ELC,
R2L27586,,24840407.0,ELC,
R2K47398,,24843846.0,IFT,
R2L23479,,24844436.0,IFT,
R2J41312,,24845627.0,BOD,
R2J41312,,24845627.0,BOD,
R2K44510,,24853803.0,EXH,
R2K48742,,24857012.0,ELC,
R2J34029,,24857094.0,ELC,
R2L25502,,24860261.0,BOD,
R2K46690,,24869937.0,IFT,
R2J31555,,24870606.0,ELC,
R2K10330,,24873351.0,ELC,
R2J35275,,24882396.0,ELC,
R2K45453,,24883712.0,BOD,
R2J41852,,24883866.0,ELC,
R2J35414,,24886287.0,IFT,
R2K46814,,24892519.0,BOD,
R2J33696,,24895551.0,ELC,
